account_number,name,entity_type,status,registered,domestic_or_foreign,formation_place,naics,street,city,state,zip,email
3512424,Keen Kami LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Marketing Consulting Services (541613),23 Wakefield Cir,East Hartford,CT,06118-1624,kamilahkashia01@gmail.com
3512427,Pernel Consulting LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Marketing Consulting Services (541613),22 Park Pl,New Britain,CT,06052,mikepernel@gmail.com
3512432,TwoShea LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Marketing Consulting Services (541613),102 Rainbow Trl,Vernon,CT,06066,sheajennie@yahoo.com
3512434,Butler Growth LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Marketing Consulting Services (541613),49 Fairlawn Dr,North Haven,CT,06473-1417,cmbutler2005@gmail.com
3512441,"National Durable Medical Equipment, Inc",Stock,Active,2026-09-08,Foreign,UTAH,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers (423450)",7757 S Allen St,Midvale,UT,84047-7227,contracting@nationaldme.com
3512442,MA Sales LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Marketing Consulting Services (541613),14 Craig Ct,East Hartford,CT,06108-1521,mickeyadjei424@gmail.com
3512444,DC Transportation LLC,LLC,Active,2026-09-08,Domestic,Connecticut,"General Freight Trucking, Local (484110)",175 Stimson Rd,New Haven,CT,06511-1670,dcannon01@att.net
3512446,Chosen MJ LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Marketing Consulting Services (541613),101 Graham Rd,East Hartford,CT,06118-2130,migdavil3116@gmail.com
3512449,24 New Hampshire Drive LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),41 Crossroads Plz,West Hartford,CT,06117-2402,ken.potter2008@gmail.com
3512452,STONEBRIDGE DESIGN AND BUILD INC.,Stock,Active,2026-09-08,Foreign,NEW YORK,Tile and Terrazzo Contractors (238340),127 Dupont St,Plainview,NY,11803-1607,tiziana@stonebridge.nyc
3512453,HER 376160 LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Civic and Social Organizations (813410),45 Wintonbury Ave,Bloomfield,CT,06002-2470,her376160@gmail.com
3512460,"Kuprion, Inc.",Stock,Active,2026-09-08,Foreign,DELAWARE,"Copper Rolling, Drawing, Extruding, and Alloying (331420)",500 S Pointe Dr,Miami Beach,FL,33139,maryann.pronovost@elementsolutionsinc.com
3512466,Finessedbeautee LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Beauty Salons (812112),83a Washington ave,north have,CT,06473,finessedbeautee.info@gmail.com
3512469,DDAB Group LLC,LLC,Active,2026-09-08,Foreign,DELAWARE,Wholesale Trade Agents and Brokers (425120),1 Kennedy Avenue,Danbury,CT,06810,denniskasante@gmail.com
3512471,Lorena HomeServices LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Janitorial Services (561720),84 Gilbert St,West Haven,CT,06516-1629,mlarias0809@gmail.com
3512473,53 SOUTH VIEW ST LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),53 Southview St,Waterbury,CT,06706-1423,elimeliza@gmail.com
3512474,Jrock.Sparkle.Cleaning.Services LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Janitorial Services (561720),22 Briarwood Ln,East Hartford,CT,06118-1605,jrock.cleanbusiness@gmail.com
3512479,Miss Mon�t LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Marketing Consulting Services (541613),472 S Main St Apt 15,New Britain,CT,06051-3548,kianiharrell11@gmail.com
3512480,RBR2 Advisors LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),288 Newtown Turnpike,Weston,CT,06883,rickrbr2@gmail.com
3512481,"LP Long Legs, LLC",LLC,Active,2026-09-08,Domestic,Connecticut,Other Management Consulting Services (541618),136 Old Tavern Rd,Orange,CT,06477,pmjesse@sbcglobal.net
3512482,"Employbridge, LLC",LLC,Active,2026-09-08,Foreign,CALIFORNIA,"Corporate, Subsidiary, and Regional Managing Offices (551114)","1845 Satellite Blvd, Suite 300",Duluth,GA,30097,legal@employbridge.com
3512485,"Mint Management, LLC",LLC,Active,2026-09-08,Domestic,Connecticut,Other Activities Related to Real Estate (531390),8 Greenbriar lane,wilton,CT,06897,jkwilton68@gmail.com
3512491,YNOA TRANSPORT LLC,LLC,Active,2026-09-08,Domestic,Connecticut,"General Freight Trucking, Local (484110)",168 WOLCOTT ST,WATERBURY,CT,06705,jeysonynoa@gmail.com
3512493,JG&J Partners LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Other Activities Related to Real Estate (531390),15 Spice Hill Dr,East Hampton,CT,06424-1762,jgjllc9326@gmail.com
3512500,Summit Wood Works LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Finish Carpentry Contractors (238350),66 Highland Ave,Danbury,CT,06810-5344,summitwoodworkspro@gmail.com
3512502,Kare For All Services Limited Liability Company,LLC,Active,2026-09-08,Domestic,Connecticut,Other Individual and Family Services (624190),239 Centerbrook Rd,Hamden,CT,06518-3413,kelliot052@gmail.com
3512503,CC AUTO UPHOLSTERY & USED TIRE LLC,LLC,Active,2026-09-08,Domestic,Connecticut,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",11 Ann St,East Hartford,CT,06108-3402,ctnetsales298@gmail.com
3512505,JV TRANSPORTATION LLC,LLC,Active,2026-09-08,Domestic,Connecticut,"General Freight Trucking, Local (484110)",18 ELLSWORTH AVE,DANBURY,CT,06810,josue98_new1@hotmail.com
3512506,"Lewistown Valley Enterprises, Inc.",Stock,Active,2026-09-08,Foreign,PENNSYLVANIA,Turkey Production (112330),416 Valley Road,Tamaqua,PA,18252,brock.stein@kochsturkey.com
3512519,Anchor Watch Estate Management LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Residential Property Managers (531311),24 Beebe Rd,East Haddam,CT,06423,johnny@anchorwatchestate.com
3512520,LD Telecom PropCo LLC,LLC,Active,2026-09-08,Foreign,,,400 CONTINENTAL BLVD. STE. 500,EL SEGUNDO,CA,90245,cmatthews@landmarkdividend.com
3512523,KC Canine LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Pet Care except Veterinary Services (812910),39 Spruce Hill Rd,Shelton,CT,06484-1910,kccaninetrainingservices@gmail.com
3512528,Strategic Group Inc.,Stock,Active,2026-09-08,Domestic,Connecticut,"Corporate, Subsidiary, and Regional Managing Offices (551114)",,,,,madilyn.smith@rawsonmaterials.com
3512530,Eliora & Co LLC,LLC,Active,2026-09-08,Domestic,Connecticut,All Other General Merchandise Retailers (455219),45 Albright Ave,Stratford,CT,06614,jacquescoryne@gmail.com
3512546,"The Awesome Group, LLC",LLC,Active,2026-09-08,Foreign,WASHINGTON,Administrative Management and General Management Consulting Services (541611),320 Rhodena Dr,Coupeville,WA,98239-9571,jamie.mcmillin@the-awesome-group.com
3512550,ARIUM NETWORKS PROCUREMENT LLC,LLC,Active,2026-09-08,Foreign,,,"1500 CORPORATE DRIVE, C/O TAX DEPARTMENT",CANONSBURG,PA,15317,deborah.kelly@ariumnetworks.com
3512551,Shoreline Builds LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Other Community Housing Services (624229),682 E Pond Meadow Rd,Westbrook,CT,06498-2805,scottsantiago93@gmail.com
3512552,The Bar and The Counter L.L.C.,LLC,Active,2026-09-08,Domestic,Connecticut,Caterers (722320),30 vanderbilt road,Bristol,CT,06010,thebarandthecounter@gmail.com
3512557,Boyko Farms LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Other Services to Buildings and Dwellings (561790),301 Dudley Town Rd,Windsor,CT,06095-2644,boykosnow@gmail.com
3512558,"Tristan Rose Nutting Foundation, Inc.",Non-Stock,Active,2026-09-08,Domestic,Connecticut,Other Grantmaking and Giving Services (813219),,,,,anutting19@gmail.com
3512561,HOM Properties LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),2286 E Main St,Bridgeport,CT,06610-1929,jorume72@yahoo.com
3512562,Shoreline Trades LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Investment Banking and Securities Intermediation (523150),682 E Pond Meadow Rd,Westbrook,CT,06498-2805,scottsantiago93@gmail.com
3512563,AFB CARPENTRY LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Finish Carpentry Contractors (238350),34 MacNamara St,Waterbury,CT,06708-4713,aislanbrito548@gmail.com
3512571,"HOME AND OFFICE GOODS, LLC",LLC,Active,2026-09-08,Foreign,UTAH,All Other General Merchandise Retailers (455219),34 Bailey Ave,RIDGEFIELD,CT,06877,homeaog@gmail.com
3512583,Hamden CT Vortex LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Limited-Service Restaurants (722513),3300 Northside Parkway NW,ATLANTA,GA,30327,charles@vortexhospitalitygroup.com
3512587,"CT Solar 3, LLC",LLC,Active,2026-09-08,Domestic,Connecticut,Solar Electric Power Generation (221114),400 Rella Blvd.,Montebello,NY,10901,dgrohman@hespsolar.com
3512592,76 CHAPMAN AVE LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Residential Remodelers (236118),13 Ellsworth Ave,Danbury,CT,06810-5946,edstree@live.com
3512593,"VILLAGE FERTILITY PHARMACY, LLC",LLC,Active,2026-09-08,Foreign,,,335 BEAR HILL ROAD,WALTHAM,MA,02451,Subsidiaries@Cigna.com
3512594,BADA LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Other Support Activities for Road Transportation (488490),2389 Main St.,Glastonbury,CT,06033,eastern@registeredagentsinc.com
3512598,Socially Attuned LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Advertising Material Distribution Services (541870),2389 Main St.,Glastonbury,CT,06033,shannen@sociallyattuned.com
3512601,124 CLEVELAND AV LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),53 Southview St,Waterbury,CT,06706-1423,elimeliza@gmail.com
3512602,AM ORAL SURGERY LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Offices of Dentists (621210),3 Drummers Trl,Old Saybrook,CT,06475-1210,ctnetsales298@gmail.com
3512612,"CT Solar 4, LLC",LLC,Active,2026-09-08,Domestic,Connecticut,Solar Electric Power Generation (221114),400 Rella Blvd.,Montebello,NY,10901,dgrohman@hespsolar.com
3512613,21 LOCKWOOD CIRCLE LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Other Activities Related to Real Estate (531390),39 Gramercy Park N,New York,NY,10010,scott.hefler@gmail.com
3512619,"CT Solar 5, LLC",LLC,Active,2026-09-08,Domestic,Connecticut,Solar Electric Power Generation (221114),400 Rella Blvd.,Montebello,NY,10901,dgrohman@hespsolar.com
3512620,JUANKCE EVENTS LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Caterers (722320),3 Silent Grove Ct,Norwalk,CT,06851-1018,juankcevents@gmail.com
3512631,Bailey Business Solutions LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Human Resources Consulting Services (541612),873 West Blvd,Hartford,CT,06105-4153,kayliabailey2001@gmail.com
3512633,Djoune's Spice LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Spice and Extract Manufacturing (311942),9 Park St,Norwalk,CT,06851,djounespice@gmail.com
3512640,De Light House Group Homes Inc,Non-Stock,Active,2026-09-08,Domestic,Connecticut,Residential Intellectual and Developmental Disability Facilities (623210),,,,,delighthousegrouphomes@gmail.com
3512642,Saybrook Services LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Residential Remodelers (236118),6 Chestnut Cir,Old Saybrook,CT,06475,rm.build@outlook.com
3512646,RCR Paint & Maintenance Performance LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Painting and Wall Covering Contractors (238320),177 Willetts Ave,New London,CT,06320-4821,pintorcabrerarivas@gmail.com
3512647,710 LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),211 Townsend Ave,New Haven,CT,06512,katielamb17@yahoo.com
3512648,alxdag LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Commercial Photography (541922),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3512649,PKN INNOVATIONS LLC,LLC,Active,2026-09-08,Domestic,Connecticut,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services (518210)",429 Farmington Ave,Hartford,CT,06105-4465,ctnetsales298@gmail.com
3512652,Haven Foundry LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Software Publishers (513210),235 Franklin Street Extension,Danbury,CT,06811,jcon.pace@gmail.com
3512660,Clean Bean LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Chocolate and Confectionery Manufacturing from Cacao Beans (311351),163 Fitch St,New Haven,CT,06515-1301,mehl@cleanbean.co
3512674,561 Bridgeport Ave LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Nonresidential Property Managers (531312),375 Bridgeport Ave,Shelton,CT,06484-3844,management@crownpointmgt.com
3512683,14 Burr School Road Investor LLC,LLC,Active,2026-09-08,Domestic,,531390,14 BURR SCHOOL ROAD INVESTOR LLC C/O CHARLES WINKLER 50 CARRIGLEA DRIVE,RIVERSIDE,CT,06878,cwinkler@hudsonbaycapital.com
3512692,70 Beaver MDC LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Nonresidential Property Managers (531312),70 Beaver St,Danbury,CT,06810-5449,odonotm@gmail.com
3512694,PACEWAY FUNDING LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Other Activities Related to Credit Intermediation (522390),2067 MCDONALD AVE,BROOKLYN,NY,11223,submissions@pacewayfunding.com
3512695,Solexah LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Other Computer Related Services (541519),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3512697,"PREMIER BUILDING ASSOCIATES - RHODE ISLAND, LLC",LLC,Active,2026-09-08,Foreign,,238160,20 INDUSTRIAL ROAD,CUMBERLAND,RI,02864,tchatham@pbaroofing.com
3512699,102 Combs Road LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),102 Combs Rd,Warrensburg,NY,12885-5823,karenrking@yahoo.com
3512708,SUNRISE 8688 INC.,Stock,Active,2026-09-08,Domestic,Connecticut,All Other Personal Services (812990),,,,,sunriseinc829@gmail.com
3512710,Built Together LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Commercial Printing except Screen and Books (323111),51 Parkman Pl,Naugatuck,CT,06770-3718,office@builttogetherllc.com
3512717,Paul's Books LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Used Merchandise Retailers (459510),70 Williams St W,Glastonbury,CT,06033-2213,paul@paulsbooksllc.com
3512724,E&R Transport Service LLC,LLC,Active,2026-09-08,Domestic,Connecticut,"General Freight Trucking, Local (484110)",12 Balmforth Ave,Danbury,CT,06810-5958,ed.mt89@hotmail.com
3512725,"Richardson Equestrian, LLC",LLC,Active,2026-09-08,Domestic,Connecticut,Sports and Recreation Instruction (611620),23 Giles Hill Rd,Redding,CT,06896-2511,richardsonj1228@gmail.com
3512729,Chi Omicron Chapter Omega Psi Phi Inc.,Non-Stock,Active,2026-09-08,Domestic,Connecticut,Civic and Social Organizations (813410),,,,,xoques1947@gmail.com
3512735,Concrete Builders LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Poured Concrete Foundation and Structure Contractors (238110),370 West Ave Apt 323,Norwalk,CT,06850,concretebuildersco@outlook.com
3512736,29 SALT ISLAND LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),39 Great Ring Rd,Sandy Hook,CT,06482-1638,29saltisland@gmail.com
3512742,PEDRO HENRIQUE RODRIGUES DOS SANTOS LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Janitorial Services (561720),40 Starrs Plain Rd,Danbury,CT,06810-8333,efieschi72@gmail.com
3512745,"Precision Task Group, Inc.",Stock,Active,2026-09-08,Foreign,TEXAS,Other Computer Related Services (541519),9801 Westheimer Rd Ste 803,Houston,TX,77042-3956,processing@incorp.com
3512747,Ghost LLC,LLC,Active,2026-09-08,Domestic,Connecticut,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers (423620)",283 S Center St,Windsor Locks,CT,06096-2834,moehuss00@gmail.com
3512751,Rise Interiors Inc,Stock,Active,2026-09-08,Domestic,Connecticut,Drywall and Insulation Contractors (238310),,,,,mara@risedrywall.com
3512753,Prime Home Tlaxcala LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),1578 Ella T Grasso Blvd,New Haven,CT,06511-2920,primehometlaxcala@gmail.com
3512754,CHULLO LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Full-Service Restaurants (722511),1211-1213 Farmington Ave,BERLIN,CT,06037,everestlincoln@gmail.com
3512755,8 IN 1 BARGAIN BOX LLC,LLC,Active,2026-09-08,Domestic,Connecticut,All Other General Merchandise Retailers (455219),23 FRANKLIN ST,TORRINGTON,CT,06790,8in1bargainbox@gmail.com
3512760,The Rooted Home Group LLP,LLP,Active,2026-09-08,Domestic,Connecticut,Wholesale Trade Agents and Brokers (425120),187 W Norwalk Rd,Norwalk,CT,06850,kchigson@gmail.com
3512761,Bronze Society LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Beauty Salons (812112),162 Church St,Naugatuck,CT,06770-4120,info@bronze-society.com
3512762,Iron and Lace Health LLC,LLC,Active,2026-09-08,Domestic,Connecticut,"Cosmetics, Beauty Supplies, and Perfume Retailers (456120)",207 Austin Ryer Ln,Branford,CT,06405-2674,ironlacehealth@gmail.com
3512767,Sisterhood flag football LLC,LLC,Active,2026-09-08,Domestic,Connecticut,All Other Miscellaneous Retailers (459999),10 Dewey Ave,Windsor Locks,CT,06096,sisterhood111984@gmail.com
3512780,Innovating Visions LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Software Publishers (513210),7 Center St,Andover,CT,06232,contact@innovatingvisions.com
3512781,Chinstrap Investments LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Miscellaneous Financial Investment Activities (523999),297 Lake Ave,Greenwich,CT,06830-4517,amasafy@gmail.com
3512784,"Granby, CT Real Estate, LLC",LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Other Real Estate Property (531190),12 Oakwood Dr,Granby,CT,06035-2818,brendan@horseworksinsurance.com
3512789,NyreseBryan inc L.L.C.,LLC,Active,2026-09-08,Domestic,Connecticut,Advertising Material Distribution Services (541870),319 Central Ave,Norwich,CT,06360,nyresebryan@gmail.com
3512790,eternals by yami LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Marketing Consulting Services (541613),70 ferry st,middletown,CT,06457,yamia21dj@gmail.com
3512791,MiyaEricka LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Marketing Consulting Services (541613),137 Porter St,East Hartford,CT,06118-3223,miyaam06@gmail.com
3512792,ZS & Co. LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Marketing Consulting Services (541613),499 allen st,new britain,CT,06053,semideyemerald@gmail.com
3512794,PBI One LLC,LLC,Active,2026-09-08,Foreign,DELAWARE,Administrative Management and General Management Consulting Services (541611),1420 Fifth Ave.,Seattle,WA,98101,legalandcompliance@pointb.com
3512803,BRANFORD FM LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Snack and Nonalcoholic Beverage Bars (722515),353 Jones St,Amston,CT,06231-1500,ctfreshmonkee@gmail.com
3512808,Ease Preferable Hauling LLC,LLC,Active,2026-09-08,Domestic,Connecticut,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",17 Liberty Ln,Thompson,CT,06277-1413,easehauling2026@gmail.com
3512812,The Country Ladybug LLC,LLC,Active,2026-09-08,Domestic,Connecticut,All Other General Merchandise Retailers (455219),22 Rockville Rd,Voluntown,CT,06384-1913,hedunn920@gmail.com
3512825,Locare LLC,LLC,Active,2026-09-08,Domestic,Connecticut,General Rental Centers (532310),62 Turtleback LN E,New Canaan,CT,06840,juliancash@hotmail.com
3512827,W & F PAINTING LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Painting and Wall Covering Contractors (238320),76 Victory St,Bridgeport,CT,06606-2335,majutax@outlook.com
